# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 2)   1.391 us    |  mutex_unlock();
 3)   1.446 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.282 us    |  }
 3)   3.639 us    |        }
 3)   4.437 us    |      }
 0)               |    mutex_lock() {
 3)   5.244 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.549 us    |          mutex_spin_on_owner();
 3)   0.441 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 3)   8.133 us    |  }
 0)   1.335 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.308 us    |  }
 0)   3.411 us    |        }
 0)   4.200 us    |      }
 3)               |    mutex_lock() {
 0)   5.013 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.597 us    |          mutex_spin_on_owner();
 0)   0.447 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 0)   7.944 us    |  }
 3)   1.656 us    |        }
 1)               |      __mutex_lock_slowpath() {
 3)   2.436 us    |      }
 1)               |        __mutex_lock.isra.0() {
 3)   3.240 us    |    }
 1)   1.698 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_unlock();
 0)   0.492 us    |    mutex_lock();
 3)   6.435 us    |  }
 1)   1.272 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.447 us    |    mutex_unlock();
 0)   3.447 us    |  }
 1)   4.425 us    |        }
 3)               |  do_syscall_64() {
 1)   5.205 us    |      }
 3)               |    mutex_lock() {
 1)   6.105 us    |    }
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 1)   0.444 us    |    mutex_unlock();
 3)   0.477 us    |          mutex_spin_on_owner();
 0)   0.504 us    |    mutex_lock();
 1)   9.165 us    |  }
 3)   1.599 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.675 us    |        }
 0)   3.794 us    |  }
 1)               |    mutex_lock() {
 3)   4.458 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.262 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)   0.735 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 3)   0.447 us    |    mutex_unlock();
 0)               |    mutex_lock() {
 3)   8.142 us    |  }
 1)   1.794 us    |        }
 0)               |      __mutex_lock_slowpath() {
 1)   2.568 us    |      }
 0)               |        __mutex_lock.isra.0() {
 1)   3.450 us    |    }
 0)   1.464 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 1)   0.432 us    |    mutex_unlock();
 3)   0.486 us    |    mutex_lock();
 1)   6.570 us    |  }
 0)   1.341 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.432 us    |    mutex_unlock();
 3)   3.339 us    |  }
 1)               |  do_syscall_64() {
 0)   4.248 us    |        }
 0)   5.028 us    |      }
 1)               |    mutex_lock() {
 0)   5.919 us    |    }
 1)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 1)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 1)   0.648 us    |          mutex_spin_on_owner();
 0)   0.450 us    |    mutex_unlock();
 3)   0.489 us    |    mutex_lock();
 0)   9.051 us    |  }
 1)   1.569 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.513 us    |  }
 1)   3.744 us    |        }
 1)   4.524 us    |      }
 0)               |    mutex_lock() {
 1)   5.336 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 0)   0.606 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 3)   0.444 us    |    mutex_lock();
 1)   8.204 us    |  }
 0)   1.506 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.441 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.390 us    |  }
 0)   3.630 us    |        }
 1)               |    mutex_lock() {
 0)   4.416 us    |      }
 1)               |      __mutex_lock_slowpath() {
 0)   5.214 us    |    }
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)   0.750 us    |          mutex_spin_on_owner();
 3)               |  do_syscall_64() {
 0)   0.450 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 0)   8.106 us    |  }
 1)   1.497 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.438 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.318 us    |  }
 1)   3.864 us    |        }
 0)               |    mutex_lock() {
 1)   4.650 us    |      }
 0)               |      __mutex_lock_slowpath() {
 1)   5.454 us    |    }
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 0)   0.759 us    |          mutex_spin_on_owner();
 1)   0.435 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 0)   1.407 us    |          mutex_spin_on_owner();
 1)   8.547 us    |  }
 3)               |  /* mutex_start */
 3)   0.432 us    |    mutex_unlock();
 3)   3.279 us    |  }
 0)   3.699 us    |        }
 1)               |  do_syscall_64() {
 0)   4.481 us    |      }
 0)   5.321 us    |    }
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 1)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 0)   0.456 us    |    mutex_unlock();
 1)   0.462 us    |          mutex_spin_on_owner();
 3)   0.444 us    |    mutex_lock();
 0)   8.177 us    |  }
 1)   1.410 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.408 us    |  }
 1)   3.399 us    |        }
 0)               |    mutex_lock() {
 1)   4.173 us    |      }
 0)               |      __mutex_lock_slowpath() {
 1)   5.016 us    |    }
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 0)   0.891 us    |          mutex_spin_on_owner();
 1)   0.444 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 1)   8.016 us    |  }
 0)   1.404 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.393 us    |  }
 0)   3.813 us    |        }
 0)   4.602 us    |      }
 1)               |    mutex_lock() {
 0)   5.406 us    |    }
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 1)   0.717 us    |          mutex_spin_on_owner();
 0)   0.474 us    |    mutex_unlock();
 3)   0.444 us    |    mutex_lock();
 0)   8.394 us    |  }
 1)   1.448 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.437 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.278 us    |  }
 1)   3.704 us    |        }
 0)               |    mutex_lock() {
 1)   4.490 us    |      }
 0)               |      __mutex_lock_slowpath() {
 1)   5.288 us    |    }
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 0)   0.795 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 1)   8.279 us    |  }
 0)   1.851 us    |        }
 0)   2.628 us    |      }
 0)   3.444 us    |    }
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.435 us    |    mutex_unlock();
 1)   0.489 us    |    mutex_lock();
 0)   6.402 us    |  }
 1)               |  /* mutex_stop */
 1)   0.414 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.375 us    |  }
 0)   0.447 us    |    mutex_lock();
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.438 us    |    mutex_unlock();
 1)   0.501 us    |    mutex_lock();
 0)   3.261 us    |  }
 1)               |  /* mutex_start */
 1)   0.408 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.297 us    |  }
 0)   0.446 us    |    mutex_lock();
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.414 us    |    mutex_unlock();
 1)   0.438 us    |    mutex_lock();
 0)   3.272 us    |  }
 1)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 1)   0.414 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.312 us    |  }
 0)   0.423 us    |    mutex_lock();
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.441 us    |    mutex_unlock();
 1)   0.465 us    |    mutex_lock();
 0)   3.312 us    |  }
 3)   0.465 us    |    __mutex_init();
 1)               |  /* mutex_start */
 1)   0.411 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.372 us    |  }
 0)   0.420 us    |    mutex_lock();
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.414 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 0)   3.357 us    |  }
 1)               |  /* mutex_stop */
 1)   0.417 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.204 us    |  }
 0)   0.420 us    |    mutex_lock();
 3) + 12.083 us   |  }
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.438 us    |    mutex_unlock();
 1)   0.453 us    |    mutex_lock();
 3)   2.535 us    |  do_syscall_64();
 0)   3.246 us    |  }
 1)               |  /* mutex_start */
 1)   0.414 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.228 us    |  }
 0)   0.426 us    |    mutex_lock();
 3)   7.278 us    |  do_syscall_64();
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.441 us    |    mutex_unlock();
 1)   0.456 us    |    mutex_lock();
 0)   3.549 us    |  }
 1)               |  /* mutex_stop */
 1)   0.414 us    |    mutex_unlock();
 1)   3.360 us    |  }
 0)               |  do_syscall_64() {
 0)   0.420 us    |    mutex_lock();
 1)               |  do_syscall_64() {
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 1)   0.456 us    |    mutex_lock();
 0)   3.234 us    |  }
 1)               |  /* mutex_start */
 1)   0.414 us    |    mutex_unlock();
 3)   1.152 us    |  do_syscall_64();
 0)               |  do_syscall_64() {
 1)   3.360 us    |  }
 0)   0.426 us    |    mutex_lock();
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.444 us    |    mutex_unlock();
 1)   0.453 us    |    mutex_lock();
 0)   3.291 us    |  }
 1)               |  /* mutex_stop */
 1)   0.411 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.282 us    |  }
 0)   0.420 us    |    mutex_lock();
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.444 us    |    mutex_unlock();
 1)   0.453 us    |    mutex_lock();
 0)   3.420 us    |  }
 1)               |  /* mutex_start */
 1)   0.408 us    |    mutex_unlock();
 1)   3.300 us    |  }
 0)               |  do_syscall_64() {
 0)   0.420 us    |    mutex_lock();
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.435 us    |    mutex_unlock();
 1)   0.459 us    |    mutex_lock();
 3)   3.863 us    |  do_syscall_64();
 0)   3.351 us    |  }
 1)               |  /* mutex_stop */
 1)   0.411 us    |    mutex_unlock();
 1)   3.338 us    |  }
 0)               |  do_syscall_64() {
 0)   0.420 us    |    mutex_lock();
 1)               |  do_syscall_64() {
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 1)   0.456 us    |    mutex_lock();
 3) + 12.117 us   |  do_syscall_64();
 0)   3.288 us    |  }
 1)               |  /* mutex_start */
 1)   0.414 us    |    mutex_unlock();
 1)   3.621 us    |  }
 0)               |  do_syscall_64() {
 0)               |    __x64_sys_futex() {
 1)               |  do_syscall_64() {
 0)               |      do_futex() {
 0)               |        futex_wait() {
 1)   0.420 us    |    mutex_lock();
 0)               |          futex_wait_setup() {
 1)               |  /* mutex_stop */
 0)               |            get_futex_key() {
 0)   0.420 us    |              get_futex_key_refs.isra.0();
 1)   0.411 us    |    mutex_unlock();
 0)   1.254 us    |            }
 1)   3.243 us    |  }
 0)   0.438 us    |            hash_futex();
 0)   0.450 us    |            get_futex_value_locked();
 1)               |  do_syscall_64() {
 0)   3.996 us    |          }
 1)   0.420 us    |    mutex_lock();
 0) ! 274.076 us  |          futex_wait_queue_me();
 1)               |  /* mutex_start */
 1)   0.423 us    |    mutex_unlock();
 1)   3.216 us    |  }
 3)   4.407 us    |  do_syscall_64();
 1)               |  do_syscall_64() {
 1)   0.420 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.408 us    |    mutex_unlock();
 1)   3.105 us    |  }
 1)               |  do_syscall_64() {
 3)   4.263 us    |  do_syscall_64();
 1)   0.420 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.414 us    |    mutex_unlock();
 1)   3.144 us    |  }
 1)               |  do_syscall_64() {
 1)   0.420 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.411 us    |    mutex_unlock();
 1)   3.209 us    |  }
 1)               |  do_syscall_64() {
 1)   0.420 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.414 us    |    mutex_unlock();
 1)   3.210 us    |  }
 1)               |  do_syscall_64() {
 1)   0.420 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.411 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.105 us    |  }
 1)               |  do_syscall_64() {
 1)   0.420 us    |    mutex_lock();
 3)   0.438 us    |    __mutex_init();
 1)               |  /* mutex_start */
 1)   0.417 us    |    mutex_unlock();
 1)   3.147 us    |  }
 1)               |  do_syscall_64() {
 1)   0.417 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.417 us    |    mutex_unlock();
 3)   9.270 us    |  }
 1)   3.204 us    |  }
 3)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_lock();
 1)               |  do_syscall_64() {
 1)   0.420 us    |    mutex_lock();
