# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 1)   2.346 us    |    } /* mutex_lock */
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.461 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.424 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.414 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.180 us    |    mutex_unlock();
 1)   1.459 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.180 us    |    mutex_unlock();
 1)   1.462 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.421 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.171 us    |    mutex_unlock();
 1)   1.382 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.491 us    |  }
 1)               |  do_syscall_64() {
 1)   0.299 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.604 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.382 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.456 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.449 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.409 us    |  }
 1)               |  do_syscall_64() {
 1)   0.188 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.382 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.449 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.454 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.378 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.453 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.455 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.181 us    |    mutex_unlock();
 1)   1.432 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.177 us    |    mutex_unlock();
 1)   1.415 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.436 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.533 us    |  }
 1)               |  do_syscall_64() {
 1)   0.198 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.181 us    |    mutex_unlock();
 1)   1.401 us    |  }
 1)               |  do_syscall_64() {
 1)   0.202 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.391 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.178 us    |    mutex_unlock();
 1)   1.437 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.177 us    |    mutex_unlock();
 1)   1.442 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.399 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.445 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.441 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.177 us    |    mutex_unlock();
 1)   1.441 us    |  }
 1)               |  do_syscall_64() {
 1)   0.205 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.405 us    |  }
 1)               |  do_syscall_64() {
 1)   0.206 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.416 us    |  }
 1)               |  do_syscall_64() {
 1)   0.206 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.177 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.206 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.180 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.207 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.180 us    |    mutex_unlock();
 1)   1.427 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)   0.206 us    |        __mutex_lock.isra.0();
 1)   0.537 us    |      }
 1)   0.929 us    |    }
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   2.169 us    |  }
 1)               |  do_syscall_64() {
 1)   0.187 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.462 us    |  }
 1)               |  do_syscall_64() {
 1)   0.280 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.575 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.446 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.417 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.483 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.458 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.416 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.396 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.462 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.200 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.424 us    |  }
 1)               |  do_syscall_64() {
 1)   0.190 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.442 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.378 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.451 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   1.571 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.216 us    |    mutex_unlock();
 1)   1.417 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.212 us    |    mutex_unlock();
 1)   1.458 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.461 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.402 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.407 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.465 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.457 us    |  }
 1)               |  do_syscall_64() {
 1)   0.187 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.407 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.457 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.180 us    |    mutex_unlock();
 1)   1.453 us    |  }
 1)               |  do_syscall_64() {
 1)   0.190 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.180 us    |    mutex_unlock();
 1)   1.414 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.439 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.196 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.531 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.463 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.180 us    |    mutex_unlock();
 1)   1.459 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.379 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.456 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.444 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.412 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.380 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.180 us    |    mutex_unlock();
 1)   1.452 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.457 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.450 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.449 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.177 us    |    mutex_unlock();
 1)   1.381 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.204 us    |    mutex_unlock();
 1)   1.463 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.459 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.440 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.172 us    |    mutex_unlock();
 1)   1.409 us    |  }
 1)               |  do_syscall_64() {
